Date,Open,High,Low,Close,Adj Close,Volume
2009-09-24,29.799618,29.961832,29.389313,29.589695,19.334784,16095079
2009-09-25,29.494274,30.257633,29.494274,29.818703,19.484421,22122442
2009-09-28,29.780535,30.935116,29.599237,30.562977,19.970753,15006941
2009-09-29,30.553434,30.744274,30.229008,30.391220,19.858526,14767997
2009-09-30,30.505726,30.524809,29.723282,30.181297,19.721352,21388946
2009-10-01,30.286261,30.343512,29.608780,29.751907,19.440783,17994894
2009-10-02,29.751907,30.372137,29.666031,30.200382,19.733824,21461154
2009-10-05,29.980915,30.343512,29.751907,30.314884,19.808651,18305730
2009-10-06,30.477098,31.068703,30.219465,31.020992,20.270041,21649794
2009-10-07,30.906488,30.992367,30.477098,30.715649,20.070511,12144329
2009-10-08,30.906488,31.059160,30.753817,30.944656,20.220148,11952545
2009-10-09,30.973282,31.183207,30.849237,31.068703,20.301212,11900354
2009-10-12,31.221375,31.479008,31.011450,31.354961,20.488255,11445208
2009-10-13,31.240458,31.440840,30.868320,30.935116,20.213917,21154404
2009-10-14,31.240458,31.498093,30.839695,31.393129,20.513205,38314042
2009-10-15,31.316793,31.870230,31.125954,31.774809,20.762602,23478973
2009-10-16,31.746183,31.851145,31.440840,31.688931,20.706482,21300914
2009-10-19,31.593512,32.280533,31.593512,32.185116,21.030708,29333310
2009-10-20,32.356869,32.614506,32.089695,32.175571,21.024467,24308989
2009-10-21,32.204197,32.251907,31.116411,31.183207,20.376026,25395241
2009-10-22,30.906488,31.402672,29.828243,31.364504,20.494490,25450575
2009-10-23,31.259542,31.440840,30.706106,30.944656,20.220148,17948153
2009-10-26,31.011450,31.526718,30.410305,30.553434,19.964514,19226084
2009-10-27,31.097328,31.393129,30.696566,30.944656,20.220148,19670541
2009-10-28,31.097328,31.202290,30.534351,30.582062,19.983219,15802268
2009-10-29,30.562977,30.562977,29.484734,29.875954,19.521833,42898518
2009-10-30,29.742367,30.324427,29.417938,29.513359,19.284908,42406377
2009-11-02,29.694656,30.057253,29.541985,29.828243,19.490654,22417244
2009-11-03,29.666031,29.847328,28.902672,29.265266,19.122793,71181522
2009-11-04,29.895039,31.345421,29.818703,31.145039,20.351089,37948290
2009-11-05,31.001907,31.898855,31.001907,31.211832,20.394735,23830786
2009-11-06,31.116411,31.440840,30.744274,31.097328,20.319914,20797141
2009-11-09,31.374046,31.956106,31.202290,31.898855,20.843653,30584098
2009-11-10,31.975191,32.194656,31.803434,32.070610,20.955881,16626520
2009-11-11,32.185116,32.204197,31.603052,31.698473,20.712717,18316210
2009-11-12,31.526718,31.937023,31.354961,31.469465,20.563086,14775542
2009-11-13,31.774809,31.965649,31.488550,31.583969,20.637899,15211930
2009-11-16,32.423664,32.776718,31.984734,32.261452,21.080585,26302180
2009-11-17,32.251907,32.729008,31.822519,32.719467,21.379868,17354985
2009-11-18,32.700382,33.778625,32.519085,33.530533,21.909845,29544482
2009-11-19,33.482822,34.083969,33.167938,33.711830,22.028309,25142358
2009-11-20,33.826336,34.990459,33.711830,34.790077,22.732866,38112721
2009-11-23,35.066795,35.267178,34.532444,34.751907,22.707924,23842629
2009-11-24,34.618320,35.143131,34.217556,34.561069,22.583220,22260673
2009-11-25,34.627865,34.990459,34.312977,34.895039,22.801449,11693374
2009-11-27,34.332062,34.866413,33.988548,34.627865,22.626865,9402551
2009-11-30,34.503819,34.666031,34.227100,34.551525,22.576992,19246834
2009-12-01,34.627865,35.524811,34.627865,35.190842,22.994738,17421533
2009-12-02,34.828243,35.305344,34.780533,35.114506,22.944864,12601990
2009-12-03,35.028625,35.343510,34.875954,35.085876,22.926155,13639406
2009-12-04,35.505726,35.782444,34.961830,35.019085,22.882511,17412415
2009-12-07,34.847328,35.343510,34.809158,35.019085,22.882511,10448036
2009-12-08,34.971375,35.295803,34.599236,34.685116,22.664280,16286234
2009-12-09,34.637405,35.524811,34.446564,35.448475,23.163084,18611537
2009-12-10,35.696564,36.183205,35.677483,35.820610,23.406248,15336642
2009-12-11,35.667938,35.667938,35.181297,35.372135,23.349558,14402769
2009-12-14,35.562977,36.068703,35.562977,36.040077,23.790470,12981262
2009-12-15,35.944656,36.259541,35.562977,36.259541,23.935345,13495096
2009-12-16,36.278625,36.354961,35.801525,36.020992,23.777884,17476238
2009-12-17,36.020992,36.116413,35.553436,35.572517,23.481823,19433483
2009-12-18,35.648853,36.059158,35.496181,35.687023,23.557421,26643618
2009-12-21,35.763359,36.660305,35.753819,35.963741,23.740088,15497090
2009-12-22,36.059158,36.240459,35.830154,36.020992,23.777884,14771350
2009-12-23,36.125954,36.125954,35.438931,35.543892,23.462933,13358542
2009-12-24,35.438931,35.438931,35.076336,35.295803,23.299168,6586890
2009-12-28,35.295803,35.667938,35.104961,35.582062,23.488132,10443634
2009-12-29,35.429390,35.782444,35.372135,35.400764,23.368454,7869013
2009-12-30,35.190842,35.486641,35.124046,35.362595,23.343260,9838205
2009-12-31,35.114506,35.372135,34.828243,34.866413,23.015722,7403072
2010-01-04,35.133587,35.543892,34.875954,35.314884,23.311758,14563532
2010-01-05,35.591602,35.734734,35.238548,35.458015,23.406248,15452550
2010-01-06,35.505726,36.001907,35.209923,35.935116,23.721184,15971415
2010-01-07,35.753819,36.164124,35.687023,35.992367,23.758982,12488597
2010-01-08,36.135494,36.154579,35.715649,35.973282,23.746378,11283921
2010-01-11,36.145039,36.183205,35.782444,36.116413,23.840862,10041726
2010-01-12,36.087788,36.250000,35.610687,35.830154,23.651897,11445942
2010-01-13,36.555344,37.566795,36.354961,37.146946,24.521124,26593419
2010-01-14,37.442749,38.282444,37.309158,38.158398,25.188801,23081466
2010-01-15,38.148853,38.425571,37.223282,37.662212,24.861269,21854258
2010-01-19,37.738548,38.969467,37.633587,38.759541,25.585613,20908334
2010-01-20,38.778625,39.265266,38.139313,39.150764,25.843872,21843150
2010-01-21,39.198475,39.656490,38.215649,38.244274,25.245485,26803019
2010-01-22,38.072517,38.444656,36.994274,37.089695,24.483341,18301853
2010-01-25,37.480915,37.919846,36.946564,36.984734,24.414051,16116039
2010-01-26,36.736641,37.166031,36.412212,36.812977,24.300676,20817158
2010-01-27,36.727100,37.003819,36.221375,36.870228,24.338461,18322289
2010-01-28,36.965649,37.156490,36.202290,36.230915,23.916443,14008197
2010-01-29,36.507633,37.223282,35.935116,36.431297,24.048721,16893655
2010-02-01,36.793892,36.860687,36.326336,36.545803,24.124317,9666647
2010-02-02,36.603054,37.900764,36.354961,37.729008,24.905350,15857288
2010-02-03,37.595421,37.614506,36.708015,36.946564,24.388857,18305311
2010-02-04,36.631680,36.746181,35.133587,35.400764,23.368454,26547307
2010-02-05,35.353054,35.381680,34.179390,35.047710,23.135393,24074970
2010-02-08,34.904579,35.381680,34.561069,34.914124,23.047218,10705949
2010-02-09,35.238548,35.467556,34.656490,34.799618,22.971628,17965864
2010-02-10,34.828243,35.009541,34.122135,34.541985,22.801563,17627884
2010-02-11,34.561069,35.305344,34.227100,35.190842,23.229877,15123478
2010-02-12,34.952290,35.448475,34.437023,35.229008,23.255075,18766955
2010-02-16,35.992367,36.431297,35.553436,35.935116,23.721184,21768951
2010-02-17,36.001907,36.183205,35.458015,35.629772,23.519623,12534918
2010-02-18,35.572517,35.782444,35.333969,35.582062,23.488132,12942590
2010-02-19,35.524811,35.906490,35.448475,35.772900,23.614113,13004003
2010-02-22,36.125954,36.125954,34.923664,35.419846,23.381056,18421115
2010-02-23,35.209923,35.438931,34.732822,34.837788,22.996828,16699670
2010-02-24,35.019085,35.343510,34.608780,35.238548,23.261372,17913988
2010-02-25,34.770992,34.980915,34.398853,34.895039,23.034613,17854252
2010-02-26,35.019085,35.362595,34.770992,35.190842,23.229877,13800483
2010-03-01,35.333969,35.715649,35.333969,35.562977,23.475533,12373107
2010-03-02,35.858780,35.963741,35.610687,35.677483,23.551117,12842402
2010-03-03,35.963741,36.116413,35.400764,35.505726,23.437742,13186879
2010-03-04,35.582062,35.667938,35.190842,35.438931,23.393652,12421839
2010-03-05,35.515266,35.839695,35.238548,35.772900,23.614113,10342502
2010-03-08,35.772900,35.820610,35.410305,35.639313,23.525923,12625570
2010-03-09,35.505726,35.591602,35.143131,35.343510,23.330660,15401198
2010-03-10,35.257633,35.381680,34.828243,34.990459,23.097605,20357505
2010-03-11,34.685116,35.257633,34.446564,35.190842,23.473125,16049177
2010-03-12,35.353054,35.496181,35.047710,35.458015,23.651337,17172738
2010-03-15,35.343510,36.068703,35.305344,36.020992,24.026852,18251863
2010-03-16,36.040077,36.259541,35.687023,36.202290,24.147787,19187937
2010-03-17,36.250000,36.354961,35.849236,36.335876,24.236897,12983986
2010-03-18,36.326336,36.698475,36.145039,36.688931,24.472385,13097275
2010-03-19,36.316795,37.061069,36.116413,36.316795,24.224171,32252934
2010-03-22,36.335876,37.251907,36.288170,36.545803,24.376921,16215914
2010-03-23,36.803436,36.975189,36.498093,36.736641,24.504208,12927185
2010-03-24,36.669846,36.746181,36.240459,36.269085,24.192341,12930643
2010-03-25,36.574429,36.583969,36.030533,36.049618,24.045952,13808029
2010-03-26,36.087788,36.202290,35.639313,35.715649,23.823181,14149782
2010-03-29,35.858780,36.269085,35.858780,36.154579,24.115965,11693898
2010-03-30,36.221375,36.221375,35.791985,35.935116,23.969572,10397313
2010-03-31,35.772900,35.868320,35.362595,35.639313,23.772261,13588787
2010-04-01,35.916031,36.145039,35.782444,35.982822,24.001400,10621794
2010-04-05,36.202290,36.230915,35.620228,35.677483,23.797728,10966796
2010-04-06,35.811069,35.811069,35.467556,35.543892,23.708620,12864095
2010-04-07,35.667938,35.696564,34.885494,35.104961,23.415850,19274921
2010-04-08,35.152672,35.324429,34.942749,35.095421,23.409479,12922154
2010-04-09,35.114506,35.543892,35.095421,35.276718,23.530411,10552941
2010-04-12,35.267178,35.391220,35.114506,35.162212,23.454035,11175662
2010-04-13,35.009541,35.238548,34.904579,35.019085,23.358561,12493942
2010-04-14,35.057251,35.057251,34.360687,34.551525,23.046692,20934534
2010-04-15,34.561069,34.828243,34.312977,34.389313,22.938492,21771152
2010-04-16,34.341602,34.513359,33.750000,34.074429,22.728449,21576538
2010-04-19,34.045803,34.332062,33.673664,34.255726,22.849380,13147998
2010-04-20,34.398853,34.732822,34.227100,34.408398,22.951220,10639506
2010-04-21,34.437023,34.522900,33.110687,33.148853,22.111073,38975015
2010-04-22,32.986641,33.062977,32.213741,32.223282,21.493698,40059695
2010-04-23,32.290077,34.122135,32.003819,33.835876,22.569328,43319185
2010-04-26,33.950382,34.312977,33.301525,33.396946,22.276556,27871979
2010-04-27,33.253819,33.854961,32.833969,32.900764,21.945593,20457694
2010-04-28,32.919846,33.206108,32.633587,32.977100,21.996506,17689716
2010-04-29,33.377865,33.979008,33.377865,33.635494,22.435669,19118454
2010-04-30,33.711830,34.160305,33.425571,33.435116,22.302017,16476342
2010-05-03,33.673664,33.807251,33.435116,33.654579,22.448412,13021190
2010-05-04,33.969467,34.694656,33.969467,34.169846,22.792097,33995967
2010-05-05,33.797710,34.131680,33.301525,33.959923,22.652075,22489661
2010-05-06,33.788170,33.950382,29.293894,32.700382,21.811934,32246750
2010-05-07,32.356869,32.652672,31.440840,31.956106,21.315483,27703775
2010-05-10,32.366413,33.263359,32.337788,32.681297,21.799196,24561976
2010-05-11,31.822519,32.547710,31.517176,31.975191,21.328213,25819786
2010-05-12,32.414124,32.480915,31.898855,32.099236,21.410952,20002442
2010-05-13,32.137405,32.204197,31.593512,31.784351,21.200922,15354353
2010-05-14,31.822519,31.822519,31.183207,31.374046,20.927235,22117621
2010-05-17,31.412214,31.545801,30.706106,31.278625,20.863588,16146222
2010-05-18,31.459925,31.488550,30.820610,30.868320,20.589907,19165195
2010-05-19,30.725191,31.393129,30.601145,31.125954,20.761749,22192134
2010-05-20,30.753817,31.059160,30.295801,30.362595,20.252567,25881198
2010-05-21,29.770992,30.677481,29.618320,30.572519,20.392601,26721694
2010-05-24,30.410305,30.830153,30.162214,30.400763,20.278030,13930016
2010-05-25,29.866411,30.610687,29.675573,30.591602,20.405323,21679766
2010-05-26,30.515266,31.345421,30.381680,30.935116,20.634457,27518803
2010-05-27,31.412214,32.127865,31.278625,32.080154,21.398228,32049098
2010-05-28,32.099236,32.557251,31.965649,32.146946,21.442776,26192454
2010-06-01,31.898855,32.461830,31.784351,31.994274,21.340937,21756061
2010-06-02,32.089695,32.805344,31.994274,32.786259,21.869213,16971522
2010-06-03,32.853054,32.977100,32.433205,32.719467,21.824661,13739385
2010-06-04,32.299618,32.366413,31.479008,31.650763,21.111814,19078316
2010-06-07,31.669847,31.984734,31.583969,31.784351,21.200922,14809288
2010-06-08,31.879770,32.318703,31.583969,32.261452,21.519154,16223983
2010-06-09,32.309158,32.566795,31.956106,32.166031,21.455513,13463761
2010-06-10,32.576336,33.187023,32.433205,33.062977,22.053791,19612901
2010-06-11,32.776718,33.492367,32.662212,33.263359,22.433474,18989865
2010-06-14,33.444656,33.635494,33.349236,33.416031,22.536436,14311802
2010-06-15,33.473282,34.398853,33.425571,34.370228,23.179968,22954658
2010-06-16,34.074429,34.522900,34.064884,34.360687,23.173529,18167394
2010-06-17,34.484734,34.589695,33.683205,34.217556,23.077002,18747358
2010-06-18,34.255726,34.351147,33.854961,34.036259,22.954727,20582510
2010-06-21,34.389313,34.494274,33.311069,33.511452,22.600788,16317989
2010-06-22,33.578243,34.083969,33.463741,33.520992,22.607225,17187095
2010-06-23,33.587788,34.026718,33.330154,33.797710,22.793852,13624629
2010-06-24,33.568703,34.064884,33.559158,33.979008,22.916124,17217592
2010-06-25,33.969467,34.494274,33.664124,34.284351,23.122051,35498904
2010-06-28,34.475189,34.484734,33.940842,34.293892,23.128487,14404341
2010-06-29,33.921757,34.160305,33.396946,33.807251,22.800287,23962206
2010-06-30,33.702290,33.721375,33.158398,33.368320,22.504265,22218753
2010-07-01,33.234734,33.291985,32.108780,32.862595,22.163191,26815386
2010-07-02,32.881680,32.919846,32.108780,32.652672,22.021612,17809188
2010-07-06,32.709923,33.101147,32.490459,33.062977,22.298330,15630396
2010-07-07,33.177483,33.835876,32.843510,33.807251,22.800287,17699882
2010-07-08,34.227100,34.227100,33.711830,34.217556,23.077002,16314426
2010-07-09,34.265266,34.732822,34.083969,34.637405,23.360159,12569083
2010-07-12,34.541985,34.580154,34.198475,34.437023,23.225018,13223245
2010-07-13,34.475189,35.019085,34.379772,34.780533,23.456686,13523497
2010-07-14,34.551525,34.704197,34.188931,34.541985,23.295803,11736657
2010-07-15,34.589695,34.885494,34.255726,34.818703,23.482433,11518673
2010-07-16,34.856869,35.114506,34.236641,34.265266,23.109175,17374792
2010-07-19,34.293892,34.456108,34.055344,34.160305,23.038395,10604188
2010-07-20,33.893131,34.026718,33.587788,34.026718,22.948296,14684262
2010-07-21,33.854961,34.055344,33.377865,33.578243,22.645840,13429491
2010-07-22,33.740459,33.893131,33.396946,33.568703,22.639404,16482944
2010-07-23,33.559158,33.559158,32.833969,33.272900,22.439903,16431802
2010-07-26,33.396946,33.683205,33.215649,33.654579,22.697323,10096956
2010-07-27,33.702290,33.959923,33.396946,33.568703,22.639404,13285810
2010-07-28,33.530533,33.788170,33.034351,33.148853,22.356251,10175870
2010-07-29,33.396946,33.683205,33.015266,33.454197,22.562180,15270722
2010-07-30,32.776718,33.043892,32.270992,32.881680,22.176062,22764656
2010-08-02,33.263359,33.511452,32.967556,33.463741,22.568611,12688031
2010-08-03,33.492367,33.635494,32.900764,33.225189,22.407732,15282146
2010-08-04,33.187023,33.635494,32.967556,33.578243,22.645840,13764013
2010-08-05,33.396946,33.549618,33.110687,33.463741,22.568611,10545710
2010-08-06,33.225189,33.396946,32.919846,33.377865,22.510704,12218422
2010-08-09,33.454197,33.816795,33.454197,33.740459,22.755239,10796496
2010-08-10,33.587788,34.341602,33.225189,34.131680,23.019083,12434206
2010-08-11,33.692749,33.874046,33.225189,33.291985,22.452774,13039321
2010-08-12,33.062977,33.635494,33.015266,33.435116,22.549311,9597479
2010-08-13,33.206108,33.540077,33.062977,33.396946,22.523561,9172306
2010-08-16,33.177483,33.396946,33.005726,33.368320,22.504265,7217052
2010-08-17,33.578243,33.988548,33.339695,33.912212,22.871075,11189496
2010-08-18,33.864506,33.959923,33.425571,33.750000,22.761675,9571174
2010-08-19,33.683205,33.721375,32.919846,33.120228,22.336939,12061327
2010-08-20,32.967556,33.101147,32.681297,32.862595,22.163191,12782875
2010-08-23,33.110687,33.606869,32.977100,33.368320,22.504265,10455477
2010-08-24,33.167938,33.206108,32.604961,32.862595,22.163191,11799642
2010-08-25,32.843510,33.129772,32.461830,32.958015,22.227541,11114878
2010-08-26,32.977100,33.110687,32.709923,32.900764,22.188932,8903074
2010-08-27,33.043892,33.501907,32.748093,33.396946,22.523561,10004313
2010-08-30,33.320610,33.597328,33.129772,33.139313,22.349813,7099466
2010-08-31,33.072517,33.740459,32.929390,33.549618,22.626534,17379194
2010-09-01,33.759541,34.122135,33.654579,33.988548,22.922550,13684470
2010-09-02,34.055344,34.131680,32.938931,33.730915,22.748806,12121482
2010-09-03,34.093510,34.198475,33.664124,33.959923,22.903246,12049904
2010-09-07,34.131680,34.131680,33.788170,33.835876,22.819592,26548250
2010-09-08,33.730915,34.351147,33.721375,34.169846,23.044823,23207750
2010-09-09,34.341602,34.570610,34.150764,34.427483,23.218580,12119596
2010-09-10,34.484734,35.028625,34.465649,34.971375,23.585394,11760656
2010-09-13,34.942749,34.942749,34.351147,34.561069,23.552881,11453173
2010-09-14,34.446564,35.019085,34.408398,34.847328,23.747963,13468058
2010-09-15,34.847328,35.181297,34.580154,34.837788,23.741455,12042882
2010-09-16,34.818703,34.933205,34.541985,34.761452,23.689436,9526006
2010-09-17,34.828243,35.152672,34.503819,34.666031,23.624407,17186571
2010-09-20,34.694656,34.961830,34.570610,34.866413,23.760967,11028942
2010-09-21,34.866413,35.248093,34.704197,35.038170,23.878010,12841039
2010-09-22,35.028625,35.353054,34.952290,35.267178,24.034077,12992790
2010-09-23,34.990459,35.295803,34.847328,34.980915,23.838999,11111525
2010-09-24,35.133587,35.677483,35.047710,35.629772,24.281181,12195052
2010-09-27,35.696564,35.763359,35.429390,35.429390,24.144634,11592766
2010-09-28,35.582062,35.763359,35.324429,35.543892,24.222664,13333285
2010-09-29,35.400764,35.553436,35.171757,35.419846,24.138121,9904858
2010-09-30,35.505726,35.858780,34.961830,35.124046,23.936541,14353408
2010-10-01,35.076336,35.152672,34.685116,34.923664,23.799984,12305511
2010-10-04,34.818703,35.066795,34.627865,34.847328,23.747963,9678175
2010-10-05,35.171757,35.448475,35.019085,35.324429,24.073095,11181322
2010-10-06,35.343510,35.515266,35.133587,35.314884,24.066593,7903282
2010-10-07,35.639313,35.677483,34.952290,35.028625,23.871513,14564894
2010-10-08,35.133587,35.295803,34.933205,35.219467,24.001570,9097478
2010-10-11,35.171757,35.305344,34.990459,35.171757,23.969061,5843858
2010-10-12,34.990459,35.133587,34.656490,34.961830,23.825989,11570339
2010-10-13,35.171757,35.677483,35.095421,35.458015,24.164133,10230890
2010-10-14,35.562977,35.667938,35.152672,35.448475,24.157633,10002531
2010-10-15,35.562977,35.725189,35.076336,35.257633,24.027580,15746619
2010-10-18,35.219467,35.534351,35.219467,35.524811,24.209661,11109953
2010-10-19,35.305344,35.353054,34.646946,34.847328,23.747963,10869961
2010-10-20,34.933205,35.543892,34.895039,35.295803,24.053589,10133426
2010-10-21,35.400764,35.448475,34.904579,35.400764,24.125120,10870904
2010-10-22,35.372135,35.448475,35.257633,35.400764,24.125120,6634469
2010-10-25,35.591602,35.954197,35.582062,35.706108,24.333204,11167488
2010-10-26,35.601147,35.620228,35.200382,35.372135,24.105612,7444363
2010-10-27,35.190842,35.190842,34.475189,34.790077,23.708948,12701131
2010-10-28,34.990459,35.362595,34.980915,35.248093,24.021072,10344074
2010-10-29,35.047710,35.057251,34.370228,34.646946,23.611403,15961669
2010-11-01,34.770992,35.047710,34.332062,34.589695,23.572390,10131540
2010-11-02,34.895039,35.171757,34.837788,34.933205,23.806488,10462813
2010-11-03,35.047710,35.085876,34.389313,34.837788,23.741455,9966690
2010-11-04,35.171757,35.257633,34.770992,34.971375,23.832495,12430433
2010-11-05,34.990459,35.057251,33.797710,34.064884,23.214739,23583144
2010-11-08,34.017178,34.169846,33.940842,33.988548,23.162716,14344186
2010-11-09,33.921757,34.103054,33.377865,33.444656,22.792057,22320933
2010-11-10,33.444656,33.568703,33.187023,33.358780,22.733532,19982216
2010-11-11,33.301525,33.788170,33.253819,33.597328,22.896095,14792939
2010-11-12,33.435116,33.454197,32.814884,33.120228,22.570961,24896602
2010-11-15,33.120228,33.358780,32.938931,32.958015,22.460417,13741795
2010-11-16,32.738548,32.862595,32.385494,32.538170,22.174307,23091213
2010-11-17,33.215649,34.017178,32.872135,32.891220,22.414900,20993746
2010-11-18,33.530533,33.721375,33.253819,33.673664,22.948122,16417654
2010-11-19,33.683205,33.740459,33.320610,33.711830,22.974134,16375105
2010-11-22,33.864506,34.007633,33.568703,33.959923,23.143206,15256050
2010-11-23,33.721375,33.759541,33.120228,33.215649,22.636003,19217176
2010-11-24,33.225189,33.559158,33.215649,33.540077,22.857094,11182894
2010-11-26,32.938931,33.291985,32.919846,33.196564,22.622988,7456101
2010-11-29,32.996181,33.148853,32.719467,33.101147,22.557961,13967220
2010-11-30,32.872135,33.101147,32.748093,32.891220,22.414900,40543452
2010-12-01,33.158398,33.511452,33.082062,33.454197,22.798561,34710598
2010-12-02,33.549618,33.740459,33.406490,33.606869,22.902605,39504255
2010-12-03,33.673664,33.702290,33.416031,33.683205,22.954626,11352774
2010-12-06,33.683205,33.730915,33.444656,33.635494,22.922110,11176082
2010-12-07,33.845421,33.988548,33.635494,33.750000,23.000149,19084394
2010-12-08,33.721375,33.902672,33.587788,33.778625,23.019659,8952750
2010-12-09,33.874046,34.036259,33.645039,34.036259,23.195225,9241054
2010-12-10,34.064884,34.351147,33.874046,34.341602,23.403324,12588576
2010-12-13,34.198475,34.570610,34.064884,34.446564,23.725348,19718330
2010-12-14,34.541985,35.076336,34.456108,34.875954,24.021090,17262866
2010-12-15,34.732822,35.295803,34.732822,34.980915,24.093391,15964184
2010-12-16,34.914124,35.190842,34.732822,35.152672,24.211691,10479476
2010-12-17,34.961830,35.114506,34.465649,34.809158,23.975092,19634385
2010-12-20,34.980915,34.990459,34.704197,34.828243,23.988235,11236132
2010-12-21,34.990459,35.009541,34.503819,34.522900,23.777933,10432002
2010-12-22,34.570610,34.713741,34.446564,34.561069,23.804218,9043297
2010-12-23,34.589695,34.904579,34.561069,34.627865,23.850224,7592865
2010-12-27,34.484734,34.685116,34.398853,34.570610,23.810787,4548110
2010-12-28,34.704197,34.770992,34.446564,34.541985,23.791069,5679846
2010-12-29,34.589695,34.685116,34.513359,34.551525,23.797651,5243144
2010-12-30,34.456108,34.541985,34.322517,34.360687,23.666203,5359158
2010-12-31,34.312977,34.589695,34.284351,34.389313,23.685913,5755406
2011-01-03,34.627865,35.095421,34.341602,34.389313,23.685913,20498356
2011-01-04,34.580154,34.732822,34.208015,34.685116,23.889647,14594553
2011-01-05,34.389313,34.904579,34.351147,34.885494,24.027660,15217274
2011-01-06,34.885494,35.438931,34.885494,35.362595,24.356270,12565834
2011-01-07,35.467556,35.639313,35.171757,35.639313,24.546856,13365668
2011-01-10,35.553436,35.896946,35.458015,35.496181,24.448286,11238438
2011-01-11,35.534351,35.610687,35.019085,35.257633,24.283983,10725861
2011-01-12,35.496181,35.534351,35.229008,35.448475,24.415421,13507567
2011-01-13,33.959923,34.141220,32.929390,33.101147,22.798689,77860531
2011-01-14,33.043892,33.158398,32.557251,32.662212,22.496363,43755467
2011-01-18,32.509541,32.729008,31.946566,32.318703,22.259764,61805800
2011-01-19,32.557251,32.585876,32.156490,32.356869,22.286055,31174437
2011-01-20,32.251907,32.576336,32.175571,32.490459,22.378065,22645184
2011-01-21,32.614506,32.652672,32.328243,32.347328,22.279484,21779850
2011-01-24,32.433205,32.433205,32.223282,32.251907,22.213762,20575908
2011-01-25,32.223282,32.299618,31.765266,31.832062,21.924591,34185760
2011-01-26,31.879770,32.185116,31.660305,31.679390,21.819437,27418195
2011-01-27,31.822519,31.898855,31.717558,31.727098,21.852301,16217695
2011-01-28,31.956106,31.994274,31.488550,31.555344,21.733999,16927191
2011-01-31,31.765266,31.774809,31.555344,31.650763,21.799717,14836431
2011-02-01,31.812977,32.480915,31.393129,32.442749,22.345209,22434012
2011-02-02,32.347328,32.471375,32.061069,32.270992,22.226908,14453492
2011-02-03,31.479008,31.574427,31.020992,31.393129,21.622269,42170367
2011-02-04,31.383589,31.603052,31.278625,31.383589,21.615700,26485894
